id;nombre;edad;genero;ciudad;comentario;categoria_del_problema;nivel_de_urgencia;fecha_del_reporte;acceso_a_internet;atencion_previa_del_gobierno;zona_rural
1722;camilo;55;m;cali;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 03 19;0;0;0
1723;camilo;28;f;pereira;faltan medicos en el centro de salud;educacion;no urgente;2024 01 03;1;0;1
1724;jorge;;f;pereira;necesitamos mas acceso a internet en la zona;salud;urgente;2024 08 09;0;1;1
1725;maria;19;f;bucaramanga;la contaminacion del rio esta aumentando;seguridad;urgente;2024 11 29;0;0;0
1726;camilo;68;otro;cucuta;nan;salud;urgente;2024 05 07;0;0;1
1727;ana;49;f;barranquilla;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 06 16;1;0;0
1728;carlos;36;otro;medellin;las calles estan muy oscuras y peligrosas;salud;urgente;2024 02 19;0;1;0
1729;laura;19;otro;medellin;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 10 21;0;1;1
1730;laura;;otro;cartagena;nan;educacion;no urgente;2023 08 29;1;1;0
1731;ana;44;m;bogota;las basuras no se recogen a tiempo;educacion;urgente;2024 09 15;1;0;1
1732;valentina;51;m;santa marta;necesitamos mas acceso a internet en la zona;salud;no urgente;2024 06 02;0;0;0
1733;juan;45;m;manizales;las calles estan muy oscuras y peligrosas;medio ambiente;urgente;2024 10 24;1;0;1
1734;valentina;62;f;cali;las basuras no se recogen a tiempo;medio ambiente;urgente;2023 06 30;1;0;1
1735;laura;35;m;cali;falta agua potable en varias casas;seguridad;no urgente;2023 02 09;1;1;0
1736;pedro;76;otro;cucuta;nan;seguridad;urgente;2024 07 26;1;1;1
1737;valentina;22;otro;cucuta;queremos mas presencia policial;salud;urgente;2024 04 02;0;1;0
1738;carlos;36;m;pereira;no hay suficientes escuelas publicas;seguridad;no urgente;2024 08 28;1;1;0
1739;ana;68;m;santa marta;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 08 21;1;0;0
1740;laura;;nan;cali;faltan medicos en el centro de salud;salud;no urgente;2023 05 21;0;0;0
1741;ana;21;m;pereira;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 02 05;0;1;1
1742;juan;71;m;cucuta;las calles estan muy oscuras y peligrosas;salud;urgente;2023 02 08;1;0;1
1743;jorge;38;m;manizales;hay problemas con la recoleccion de basura;salud;no urgente;2024 01 02;1;0;1
1744;sofia;70;m;bucaramanga;necesitamos mas acceso a internet en la zona;salud;urgente;2023 12 21;1;0;1
1745;ana;74;otro;bogota;faltan medicos en el centro de salud;salud;urgente;2023 04 25;0;0;0
1746;maria;31;f;bogota;hay problemas con la recoleccion de basura;educacion;urgente;2024 11 18;1;0;0
1747;carlos;76;otro;medellin;falta agua potable en varias casas;seguridad;urgente;2024 02 02;0;1;0
1748;valentina;40;otro;bucaramanga;hay problemas con la recoleccion de basura;salud;urgente;2024 03 15;0;0;0
1749;ana;31;otro;cali;hay problemas con la recoleccion de basura;salud;no urgente;2023 10 18;1;0;1
1750;juan;72;otro;medellin;hay problemas con la recoleccion de basura;educacion;urgente;2024 03 02;0;0;0
1751;jorge;66;f;cartagena;hay problemas con la recoleccion de basura;seguridad;urgente;2023 03 28;0;0;1
1752;valentina;31;m;cali;falta agua potable en varias casas;medio ambiente;urgente;2023 09 17;1;1;0
1753;juan;74;m;barranquilla;falta agua potable en varias casas;salud;no urgente;2023 10 05;1;0;0
1754;juan;23;otro;medellin;necesitamos mas acceso a internet en la zona;educacion;no urgente;2024 07 04;0;1;0
1755;jorge;25;f;pereira;faltan medicos en el centro de salud;seguridad;no urgente;2024 09 30;1;1;1
1756;jorge;25;f;barranquilla;queremos mas presencia policial;salud;no urgente;2024 01 10;1;1;0
1757;sofia;44;f;pereira;faltan medicos en el centro de salud;seguridad;no urgente;2023 08 27;1;0;0
1758;valentina;19;otro;bogota;faltan medicos en el centro de salud;salud;urgente;2023 01 16;0;0;1
1759;ana;60;f;santa marta;las calles estan muy oscuras y peligrosas;salud;urgente;2023 05 06;1;0;0
1760;camilo;44;m;medellin;no hay suficientes escuelas publicas;salud;urgente;2024 06 10;0;0;1
1761;camilo;30;nan;medellin;las basuras no se recogen a tiempo;educacion;no urgente;2024 04 18;0;1;1
1762;maria;61;otro;bogota;no hay suficientes escuelas publicas;seguridad;no urgente;2023 04 26;1;0;0
1763;ana;49;otro;bogota;la contaminacion del rio esta aumentando;seguridad;urgente;2024 09 29;1;1;1
1764;valentina;42;m;nan;no hay suficientes escuelas publicas;seguridad;urgente;2024 05 21;0;1;1
1765;camilo;63;otro;cartagena;no hay suficientes escuelas publicas;medio ambiente;urgente;2023 09 29;1;1;1
1766;juan;55;otro;cartagena;nan;salud;urgente;2024 06 11;1;1;1
1767;jorge;19;nan;manizales;queremos mas presencia policial;salud;no urgente;2024 01 29;1;1;1
1768;camilo;60;otro;manizales;no hay suficientes escuelas publicas;seguridad;urgente;2023 10 31;1;1;1
1769;pedro;16;otro;bogota;hay problemas con la recoleccion de basura;seguridad;urgente;2024 03 19;0;1;1
1770;ana;56;m;medellin;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 05 19;0;0;1
1771;laura;58;otro;santa marta;faltan medicos en el centro de salud;medio ambiente;urgente;2023 09 17;0;1;0
1772;sofia;77;m;barranquilla;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 08 09;1;1;0
1773;valentina;46;f;cartagena;queremos mas presencia policial;medio ambiente;urgente;2023 05 17;0;1;1
1774;carlos;69;m;santa marta;faltan medicos en el centro de salud;educacion;no urgente;2024 08 13;1;1;1
1775;pedro;23;m;manizales;la contaminacion del rio esta aumentando;educacion;urgente;2023 11 04;1;0;1
1776;ana;22;f;santa marta;faltan medicos en el centro de salud;medio ambiente;urgente;2024 02 06;1;0;0
1777;camilo;29;m;barranquilla;las calles estan muy oscuras y peligrosas;educacion;urgente;2024 02 08;1;0;1
1778;ana;51;otro;cali;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 05 03;0;0;1
1779;ana;16;m;pereira;las basuras no se recogen a tiempo;salud;no urgente;2024 03 14;1;0;1
1780;jorge;59;otro;bucaramanga;las basuras no se recogen a tiempo;salud;urgente;2023 07 29;1;1;1
1781;pedro;72;m;nan;la contaminacion del rio esta aumentando;educacion;no urgente;2024 08 07;1;1;1
1782;laura;17;m;cucuta;no tenemos centros culturales ni bibliotecas;educacion;urgente;2023 11 05;0;0;0
1783;maria;76;otro;manizales;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 02 22;0;1;0
1784;sofia;61;f;cucuta;nan;medio ambiente;no urgente;2023 11 16;1;0;0
1785;sofia;48;otro;manizales;las basuras no se recogen a tiempo;salud;no urgente;2024 06 16;1;1;0
1786;pedro;57;m;bogota;no tenemos centros culturales ni bibliotecas;seguridad;no urgente;2023 04 29;1;1;0
1787;ana;73;m;bogota;queremos mas presencia policial;seguridad;no urgente;2024 10 20;0;1;1
1788;ana;33;otro;cucuta;hay problemas con la recoleccion de basura;salud;urgente;2023 03 05;0;1;0
1789;pedro;21;m;bucaramanga;hay problemas con la recoleccion de basura;seguridad;no urgente;2023 08 13;1;1;0
1790;laura;45;m;bogota;hay problemas con la recoleccion de basura;seguridad;urgente;2023 08 03;0;1;0
1791;sofia;54;f;cucuta;necesitamos mas acceso a internet en la zona;salud;urgente;2023 08 19;0;1;0
1792;valentina;27;m;cali;no hay suficientes escuelas publicas;educacion;urgente;2023 01 26;1;0;0
1793;laura;20;f;medellin;faltan medicos en el centro de salud;salud;urgente;2024 02 20;1;0;1
1794;pedro;;otro;pereira;la contaminacion del rio esta aumentando;educacion;urgente;2023 01 08;0;1;0
1795;carlos;72;m;medellin;no tenemos centros culturales ni bibliotecas;salud;urgente;2024 04 28;0;0;1
1796;laura;22;f;pereira;faltan medicos en el centro de salud;seguridad;no urgente;2024 02 13;1;1;1
1797;juan;28;f;bucaramanga;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 03 17;0;0;1
1798;laura;80;m;pereira;faltan medicos en el centro de salud;seguridad;no urgente;2023 09 05;1;0;0
1799;pedro;21;m;manizales;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2024 09 08;1;0;1
1800;laura;37;m;cali;falta agua potable en varias casas;salud;no urgente;2023 07 27;0;0;1
1801;juan;47;nan;manizales;queremos mas presencia policial;educacion;no urgente;2023 11 21;0;0;0
1802;valentina;78;f;manizales;la contaminacion del rio esta aumentando;medio ambiente;no urgente;2024 11 23;1;0;0
1803;pedro;55;m;pereira;faltan medicos en el centro de salud;educacion;urgente;2024 09 02;1;0;0
1804;carlos;62;m;cucuta;queremos mas presencia policial;educacion;no urgente;2023 11 22;0;1;1
1805;camilo;25;f;medellin;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 03 12;0;1;1
1806;carlos;57;m;cucuta;falta agua potable en varias casas;seguridad;no urgente;2023 08 01;0;1;1
1807;valentina;63;otro;cali;las calles estan muy oscuras y peligrosas;salud;urgente;2024 07 21;1;1;1
1808;maria;29;m;manizales;hay problemas con la recoleccion de basura;salud;urgente;2023 07 25;0;0;1
1809;jorge;65;otro;santa marta;la contaminacion del rio esta aumentando;salud;no urgente;2023 10 01;0;1;1
1810;maria;42;f;nan;las calles estan muy oscuras y peligrosas;salud;no urgente;2023 01 23;1;0;1
1811;laura;62;m;pereira;faltan medicos en el centro de salud;medio ambiente;urgente;2023 04 18;1;1;1
1812;pedro;78;f;santa marta;queremos mas presencia policial;medio ambiente;no urgente;2023 10 22;0;1;1
1813;camilo;;m;cartagena;falta agua potable en varias casas;salud;urgente;2023 11 11;1;0;0
1814;ana;66;m;cartagena;falta agua potable en varias casas;medio ambiente;no urgente;2024 09 17;1;0;1
1815;maria;66;m;medellin;no hay suficientes escuelas publicas;educacion;no urgente;2024 05 11;1;1;1
1816;jorge;57;m;bogota;nan;medio ambiente;no urgente;2023 11 19;1;1;1
1817;laura;29;otro;manizales;nan;educacion;no urgente;2023 07 31;1;0;0
1818;maria;40;f;santa marta;queremos mas presencia policial;seguridad;urgente;2023 12 23;0;1;0
1819;ana;53;otro;bucaramanga;hay problemas con la recoleccion de basura;seguridad;urgente;2024 02 16;1;0;1
1820;maria;49;otro;barranquilla;la contaminacion del rio esta aumentando;seguridad;no urgente;2024 07 09;0;0;1
1821;maria;18;otro;santa marta;faltan medicos en el centro de salud;medio ambiente;no urgente;2023 01 21;1;1;0
1822;pedro;48;m;cartagena;la contaminacion del rio esta aumentando;seguridad;urgente;2024 03 08;0;0;0
1823;jorge;63;f;cartagena;no hay suficientes escuelas publicas;seguridad;urgente;2023 02 08;0;1;1
1824;maria;72;otro;manizales;nan;salud;urgente;2024 01 14;1;0;1
1825;laura;15;otro;nan;no hay suficientes escuelas publicas;educacion;no urgente;2024 08 14;1;0;1
1826;camilo;36;otro;cartagena;nan;seguridad;no urgente;2023 05 16;1;0;1
1827;laura;29;nan;medellin;no tenemos centros culturales ni bibliotecas;salud;urgente;2023 03 25;1;0;0
1828;juan;62;f;manizales;hay problemas con la recoleccion de basura;educacion;urgente;2024 09 20;1;1;0
1829;pedro;73;m;cucuta;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 06 21;0;1;1
1830;jorge;72;otro;bucaramanga;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2024 09 17;0;1;0
1831;sofia;77;m;manizales;falta agua potable en varias casas;salud;urgente;2023 10 14;0;0;1
1832;carlos;;otro;bogota;nan;medio ambiente;urgente;2023 03 15;1;1;0
1833;carlos;40;nan;bogota;hay problemas con la recoleccion de basura;seguridad;no urgente;2024 05 10;0;1;0
1834;carlos;40;m;barranquilla;queremos mas presencia policial;seguridad;urgente;2023 10 29;1;1;1
1835;carlos;63;f;bogota;nan;medio ambiente;urgente;2024 05 13;1;0;0
1836;carlos;73;otro;bucaramanga;falta agua potable en varias casas;medio ambiente;no urgente;2023 03 27;1;1;1
1837;maria;64;nan;manizales;nan;medio ambiente;no urgente;2023 10 22;1;1;1
1838;sofia;68;otro;cali;falta agua potable en varias casas;salud;urgente;2023 12 22;1;0;0
1839;valentina;16;f;santa marta;queremos mas presencia policial;seguridad;no urgente;2024 06 27;1;1;1
1840;laura;72;f;pereira;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 02 21;0;1;1
1841;camilo;35;f;bucaramanga;la contaminacion del rio esta aumentando;seguridad;urgente;2023 08 21;1;0;1
1842;sofia;39;m;bogota;nan;seguridad;urgente;2023 01 26;0;1;1
1843;maria;24;f;santa marta;falta agua potable en varias casas;seguridad;urgente;2024 06 17;1;0;0
1844;sofia;22;otro;cartagena;falta agua potable en varias casas;salud;no urgente;2024 05 21;0;1;0
1845;juan;69;f;bogota;hay problemas con la recoleccion de basura;seguridad;urgente;2024 09 24;1;0;0
1846;carlos;71;otro;manizales;falta agua potable en varias casas;medio ambiente;no urgente;2024 07 03;1;0;1
1847;valentina;63;otro;santa marta;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 09 09;1;0;1
1848;camilo;20;m;cucuta;no tenemos centros culturales ni bibliotecas;seguridad;urgente;2023 09 29;0;1;0
1849;juan;43;f;pereira;necesitamos mas acceso a internet en la zona;seguridad;urgente;2024 10 29;0;0;0
1850;ana;18;m;bucaramanga;no hay suficientes escuelas publicas;salud;no urgente;2024 04 06;0;1;1
1851;ana;71;f;manizales;queremos mas presencia policial;educacion;no urgente;2023 12 05;0;1;1
1852;pedro;61;f;bucaramanga;la contaminacion del rio esta aumentando;salud;urgente;2023 03 11;0;1;1
1853;juan;28;otro;pereira;necesitamos mas acceso a internet en la zona;educacion;urgente;2023 05 14;0;1;1
1854;juan;49;otro;manizales;no hay suficientes escuelas publicas;salud;urgente;2024 05 19;1;1;0
1855;valentina;;nan;cali;hay problemas con la recoleccion de basura;educacion;urgente;2024 11 19;0;1;1
1856;maria;62;otro;santa marta;la contaminacion del rio esta aumentando;educacion;no urgente;2024 10 13;0;0;1
1857;ana;51;otro;cali;no hay suficientes escuelas publicas;seguridad;urgente;2023 08 22;0;1;1
1858;juan;41;f;manizales;falta agua potable en varias casas;educacion;no urgente;2023 10 14;0;1;1
1859;sofia;47;otro;bogota;no tenemos centros culturales ni bibliotecas;medio ambiente;urgente;2023 01 28;0;0;0
1860;pedro;15;otro;pereira;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 09 09;1;1;1
1861;laura;;nan;pereira;falta agua potable en varias casas;medio ambiente;no urgente;2024 01 02;0;1;1
1862;jorge;60;otro;cucuta;falta agua potable en varias casas;seguridad;urgente;2024 03 20;0;0;0
1863;valentina;71;f;cali;queremos mas presencia policial;seguridad;urgente;2023 11 13;0;0;0
1864;maria;38;m;bogota;falta agua potable en varias casas;educacion;no urgente;2024 05 22;0;0;1
1865;valentina;26;otro;cali;no hay suficientes escuelas publicas;educacion;no urgente;2023 12 15;1;0;1
1866;pedro;63;m;cali;queremos mas presencia policial;seguridad;urgente;2024 02 04;0;1;1
1867;valentina;66;otro;pereira;faltan medicos en el centro de salud;seguridad;no urgente;2023 05 08;0;0;0
1868;ana;41;m;manizales;las basuras no se recogen a tiempo;salud;urgente;2024 02 08;0;0;0
1869;sofia;49;m;cartagena;las calles estan muy oscuras y peligrosas;seguridad;urgente;2023 01 28;1;1;0
1870;maria;40;otro;santa marta;faltan medicos en el centro de salud;salud;no urgente;2024 01 09;0;0;0
1871;pedro;41;otro;cali;las calles estan muy oscuras y peligrosas;seguridad;urgente;2024 08 11;1;1;1
1872;carlos;71;otro;bucaramanga;falta agua potable en varias casas;medio ambiente;urgente;2023 06 18;1;1;0
1873;camilo;80;otro;cucuta;las basuras no se recogen a tiempo;salud;no urgente;2023 12 21;0;1;0
1874;camilo;67;otro;cali;queremos mas presencia policial;salud;no urgente;2024 06 06;0;0;0
1875;sofia;21;f;bucaramanga;hay problemas con la recoleccion de basura;salud;no urgente;2023 01 29;0;0;1
1876;camilo;;f;bogota;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2023 01 25;0;0;1
1877;juan;;otro;santa marta;no tenemos centros culturales ni bibliotecas;salud;no urgente;2024 03 28;1;0;0
1878;sofia;21;otro;bucaramanga;queremos mas presencia policial;educacion;urgente;2023 11 08;0;1;0
1879;carlos;64;otro;santa marta;queremos mas presencia policial;salud;urgente;2024 10 29;1;0;1
1880;jorge;54;m;medellin;no hay suficientes escuelas publicas;medio ambiente;no urgente;2023 03 22;0;1;0
1881;camilo;25;m;bucaramanga;no tenemos centros culturales ni bibliotecas;educacion;no urgente;2024 10 18;1;0;1
1882;carlos;;f;bucaramanga;nan;educacion;no urgente;2024 01 22;1;0;0
1883;laura;65;f;bucaramanga;queremos mas presencia policial;seguridad;urgente;2024 10 22;1;0;1
1884;ana;75;otro;bucaramanga;hay problemas con la recoleccion de basura;seguridad;urgente;2023 02 21;1;0;1
1885;sofia;19;f;cucuta;necesitamos mas acceso a internet en la zona;medio ambiente;no urgente;2024 01 29;0;1;1
1886;camilo;77;otro;cali;queremos mas presencia policial;seguridad;no urgente;2023 12 22;1;1;1
1887;juan;53;f;bogota;hay problemas con la recoleccion de basura;seguridad;no urgente;2024 02 05;1;0;0
1888;ana;76;m;bucaramanga;las basuras no se recogen a tiempo;medio ambiente;no urgente;2024 10 27;0;0;1
1889;ana;45;nan;manizales;las basuras no se recogen a tiempo;medio ambiente;urgente;2024 08 31;0;1;1
1890;camilo;75;otro;pereira;nan;educacion;urgente;2024 01 03;1;1;1
1891;carlos;30;m;barranquilla;la contaminacion del rio esta aumentando;salud;no urgente;2024 03 31;1;0;1
1892;carlos;;f;bucaramanga;las basuras no se recogen a tiempo;salud;urgente;2024 06 01;1;0;1
1893;ana;23;otro;cucuta;no hay suficientes escuelas publicas;educacion;urgente;2024 10 11;0;1;1
1894;jorge;36;f;pereira;la contaminacion del rio esta aumentando;seguridad;urgente;2023 11 04;1;1;0
1895;ana;67;f;barranquilla;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 09 22;0;0;0
1896;juan;56;m;bucaramanga;nan;salud;no urgente;2023 02 19;1;0;0
1897;valentina;73;f;barranquilla;no hay suficientes escuelas publicas;educacion;urgente;2024 08 22;1;0;1
1898;juan;42;otro;manizales;las basuras no se recogen a tiempo;seguridad;urgente;2023 07 08;0;1;1
1899;maria;45;otro;pereira;no hay suficientes escuelas publicas;salud;no urgente;2023 12 04;1;0;0
1900;laura;54;otro;medellin;falta agua potable en varias casas;medio ambiente;no urgente;2023 09 19;1;1;1
1901;sofia;67;otro;medellin;las calles estan muy oscuras y peligrosas;educacion;urgente;2023 10 26;1;0;1
1902;maria;18;m;bogota;la contaminacion del rio esta aumentando;educacion;urgente;2024 08 23;1;0;1
1903;pedro;29;otro;barranquilla;no tenemos centros culturales ni bibliotecas;medio ambiente;no urgente;2023 09 01;0;1;0
1904;jorge;19;m;barranquilla;hay problemas con la recoleccion de basura;salud;no urgente;2023 05 02;1;1;1
1905;maria;57;m;medellin;no hay suficientes escuelas publicas;educacion;urgente;2023 08 21;0;0;0
1906;juan;;f;barranquilla;faltan medicos en el centro de salud;seguridad;urgente;2023 11 29;1;0;0
1907;sofia;69;m;santa marta;falta agua potable en varias casas;salud;no urgente;2024 09 29;0;0;1
1908;ana;27;otro;bucaramanga;las calles estan muy oscuras y peligrosas;educacion;no urgente;2024 02 27;0;1;1
1909;valentina;55;m;manizales;necesitamos mas acceso a internet en la zona;seguridad;no urgente;2023 07 05;1;1;1
